game,from_frame,to_frame,fen
18,00074,00074,8/1k5p/1q5P/1p4P1/r7/1P2r1P1/7R/7K b - - 14 90
18,00075,00075,8/2Qn1kp1/4p3/4Pp2/3P3R/b5r1/P1p4N/RNK2B2 w - - 0 32
18,00076,00076,3r4/3k4/4N3/3P1n2/5bpp/1KPP4/6B1/6N1 b - - 3 73
18,00077,00077,3N2n1/p4r2/n5kb/1rp4p/PpP1p2P/1P2p3/6KR/2R1B1N1 b - a3 0 47
18,00078,00078,2B5/4k3/2P5/P6N/3K4/8/8/rr6 w - - 7 88
18,00079,00079,rn1qkbnr/ppp2p1p/8/3pp1p1/P3P1b1/1B1P4/1PP2PPP/RNBQK1NR b KQkq - 2 5
18,00080,00080,8/4k3/1p6/1P6/2K5/6r1/8/8 w - - 2 87
18,00081,00081,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1
18,00082,00082,rn2kbnr/p1p3p1/1p6/2Pp1pp1/N4p2/PQ1P1bP1/RP1B3K/5qR1 w kq - 2 21
18,00083,00083,1rk1N3/2ppn3/p1q3p1/4RpP1/P4Q2/N2BP3/n6P/2B1K2R b - - 4 38
18,00084,00084,r1b1kb2/4pnpr/5q2/p1np2P1/Pp1P1p1p/NRPBQP2/1B2P2P/4K1NR b q - 1 24
18,00085,00085,5Q2/4r3/3k4/5BP1/1PKP1q2/7P/8/2n5 w - - 2 67
18,00086,00086,8/8/4P2K/pp1r4/3p1kB1/5NR1/1R5P/8 w - - 2 76
18,00087,00087,b6k/5n2/2p2P2/3R4/Pp1p4/2p2B2/2P2K2/2B5 w - - 4 58
18,00088,00088,8/7Q/5k2/1nqp4/PB3Pb1/1P1K4/R7/1B6 b - - 3 73
18,00089,00089,4kbR1/8/p3p2p/Pn1B1b2/2p5/4P2P/1B1K4/1Rr1N3 w - - 0 51
18,00090,00090,R2b1r2/3p4/2n1P1k1/1r1P3p/1p4p1/1P3p1N/2K5/5B2 w - - 0 53
18,00091,00091,1n2b2b/1p1k2r1/2pB1pp1/qrP1p3/4P2P/N2P4/P4PPR/R3QKN1 b - - 2 36
18,00092,00092,rnbqk1nr/bp3p2/2p3pp/p2pp3/1PP2P2/2N4N/P2PP1PP/R1BQKBR1 b Qkq - 1 9
18,00093,00093,6k1/1N5q/3p4/3P1p1p/1rBP1P2/3R1P1p/7P/1n3K1R b - - 12 57
18,00094,00094,6q1/4p2r/p3bnP1/2Q2p1k/1rP1pP1p/P1P5/6PR/R1K2BN1 b - - 0 35
18,00095,00095,7r/5k2/8/p1Pp1p2/P2P1P2/2B3N1/4r1R1/3K4 b - - 33 67
18,00096,00096,6Q1/8/pkP1n3/1P4p1/4pP2/4p2P/8/1NB1K2R b - - 0 43
18,00097,00097,rnb1kb2/p3ppp1/3p1n2/qpp4r/5B1p/P4N2/1RPPPPPP/1N1QKB1R b Kq - 1 11
18,00098,00098,3rr1n1/5k1p/1p1p1b1B/pP1Pp3/P1p4P/2P4N/5Q2/5KNR b - - 4 46
18,00099,00099,r1b1kbnr/pp1p3p/n7/1qp2Pp1/N2pPB2/P7/1PPK1P1P/RN1Q1B1R b kq - 0 13
18,00100,00100,r1b3n1/3k4/2p2p2/3p3p/1p1P2Pp/1P2PPbR/P1P2KBB/6n1 w - - 6 30
18,00101,00101,r1b1kbn1/1p5r/p1n2p2/3p4/3pN2P/q1P3P1/2BNKP2/R6R b - - 2 24
18,00102,00102,rnb1kNn1/3qppp1/7r/1ppp3p/pP2P2P/2P5/P2P1PPR/RNBQKB2 w Qq - 1 10
18,00103,00103,2k5/8/4prp1/1Bb3pP/8/2n2b2/PB3P2/2R1K3 b - - 5 57
18,00104,00104,1n2kb1r/1p1q3Q/r2p2pp/1pP1N3/3B2b1/1P5P/P1PKPPp1/R4B1R b k - 3 21
18,00105,00105,5k1q/1p5r/6rP/P2p1p2/1pb1Q3/1P4P1/5K2/1R2B3 w - - 0 49
18,00106,00106,rnb1kn2/2p2pb1/p1q1p2p/1PPp4/4P3/R4pQP/1P1P1PP1/1NB1KB1R w Kq - 1 22
18,00107,00107,3n1r2/1p2b1kr/4p3/1P1p3p/pN2P3/P4Pp1/1K1N1BB1/1R6 w - - 10 56
18,00108,00108,n6k/8/3P4/1P4p1/p2p2Pp/B6P/P1PRK2N/R7 w - - 3 61
18,00109,00109,rnbk3r/p7/1p1pp1p1/1Np1bn1p/P3Pp1P/1B3QP1/1PPP1K2/1RB3NR w - - 2 22
18,00110,00110,6r1/2P4k/4P3/3p2Pp/RR1P1pr1/6nP/3R4/6K1 w - - 1 74
18,00111,00111,rnbqkb1r/2pppp2/1p5p/p5N1/8/NPn3P1/2PPPP1P/R1Q1KB1R b KQkq - 1 9
18,00112,00112,8/pr5b/P7/3P3n/2BBr1pk/K1n5/N7/8 b - - 7 67
18,00113,00113,4kr2/r1pb2B1/1p1p4/5p2/pnPb1P1p/N3PqpP/P2P3R/5RK1 b - - 5 36
18,00114,00114,r1bkrR2/p1qp4/4pB1n/2pB4/P6P/1PNp2p1/n1P5/3RbK2 b - - 9 40
18,00115,00115,2B1kn2/p3QNB1/5r2/1p1b4/7P/2PP4/3K4/5N2 b - - 3 74
18,00116,00116,2N3k1/P7/1P3p2/R6p/6P1/1p1P4/7B/1N1K4 w - - 3 75
18,00117,00117,1nb2kn1/3pr1b1/r1p1pp2/Pp1P1Q1p/P3P2p/1NP2BP1/qB2KP1R/R5N1 b - - 5 21
18,00118,00118,8/8/2r5/2p1k2p/3N3P/6p1/6K1/8 b - - 1 82
18,00119,00119,8/8/k7/5p2/5P1P/8/3B2K1/q7 w - - 3 91
18,00120,00120,4k2r/1q1n3p/1Bp1pp2/1rbp4/4BPP1/3P2RP/1P6/R1K5 b k - 2 38
18,00121,00121,2Q1Rr2/r3n2k/8/P1n4p/1Rpb4/7b/4pB2/6K1 b - - 7 79
18,00122,00122,5b2/1b1kp3/r6p/4P2N/1pB1p1pp/qp4P1/B2PR3/1R2K3 b - - 1 52
18,00123,00123,1r1q3r/pbppnk1p/5pp1/1p2p3/3nP1PQ/b1P2B1P/P4P1R/RNB1K1N1 w Q - 2 23
18,00124,00124,rnq2k2/3ppp1r/8/pP2P2p/1pP5/2nP4/5bBb/R3RKN1 b - - 3 34
18,00125,00125,R4bk1/1n2pb2/4P3/4PP2/P6p/1P5q/4Q3/2BK1BR1 b - - 7 63
18,00126,00126,2N1kr1Q/2p5/6n1/8/1b1p1p2/2nb1P1p/q2p1K2/8 b - - 1 62
18,00127,00127,r1bqk3/3pnpp1/npr5/b3p2p/p1p1N1P1/P4N1B/2PPPP1P/R1B1Q1KR w q - 4 14
18,00128,00128,2bq4/2pnp2r/1p1N1p2/3Pk1np/rP1b2P1/5B1P/8/3R1KR1 b - - 2 33
18,00129,00129,2N1B1k1/p4p1r/B3b3/2p5/3QKP1p/3R4/8/8 w - - 1 86
18,00130,00130,1r2r3/4b3/1k1p3p/p2P2p1/p1Pq1pP1/5B2/6KP/RN3QR1 w - - 2 45
18,00131,00131,1n3k2/1b6/N1p2p2/1rbPP1p1/pBP1KpP1/P7/2n4r/3RQB2 b - g3 0 32
18,00132,00132,1rk5/8/p1p4P/1n6/1P3b1P/3K4/b5r1/8 w - - 1 67
18,00133,00133,8/8/p4k1n/p7/P7/R2K4/7B/8 w - - 11 92
18,00134,00134,8/1k6/6Nn/rB4b1/n5bP/PPr5/8/1KR5 w - - 2 52
18,00135,00135,8/5r2/K1p1k3/2R1PNp1/1PP4p/5P1P/5bB1/6NR w - - 7 52
18,00136,00136,r1bk2n1/p1ppbpp1/1p6/nP2Q3/2P4p/N3PP1P/P2P2P1/1RB1KBNR b - - 2 17
18,00137,00137,8/4N2q/8/k1n3NP/Pp3P2/2Q3R1/2B3K1/6N1 b - - 9 80
18,00138,00138,rnbqkbnr/p1pp1ppp/8/1p2p3/1P1P4/2N5/P1P1PPPP/R1BQKBNR b KQkq - 0 3
18,00139,00139,1R3b2/p7/2P2r2/PP2p3/4k2p/7P/5B2/4K3 w - - 6 82
18,00140,00140,r1bq1br1/p1ppk3/1p4p1/nP2pp1p/P4QnP/2P2P2/3PP1B1/RNB1K1NR w KQ - 0 18
18,00141,00141,8/1k6/8/3P4/1pB1r2P/1P5p/7N/5K2 w - - 2 76
18,00142,00142,1n1k1b2/1PqB4/3N1r1p/7P/3PpPr1/2P3P1/P7/RNBK3R w - - 1 35
18,00143,00143,1n6/2pp1kp1/2rnr1q1/8/1P2P3/2PP1BPp/R6R/6K1 w - - 8 48
18,00144,00144,1k6/6Q1/2P3b1/1p6/8/1p5R/4K2R/8 b - - 9 90
18,00145,00145,r1Q5/6kr/p6N/6p1/1B6/Pn5q/4n3/4K3 w - - 2 54
18,00146,00146,rn1q2nQ/3kp3/2p4b/p1Pp3p/1pBP2PP/1P2B2R/P7/RN1bK1N1 w - - 0 20
18,00147,00147,r2qk1n1/1bBpp1b1/6pr/pp5p/P2PpP1P/1N6/RPP1K1n1/2Q2BNR b - - 1 17
18,00148,00148,8/8/2r5/5Npp/k7/p3p3/8/K3n2B w - - 6 93
18,00149,00149,rnbqkbnr/pp1pppp1/7p/2p5/2P5/5P2/PP1PP1PP/RNBQKBNR w KQkq - 0 3
18,00150,00150,8/8/4k3/8/1R6/6K1/5P2/4bB2 b - - 6 95
18,00151,00151,b7/r1kn3r/1b2P3/3P3p/p4N2/P1P2B1P/8/B3K3 b - - 0 55
18,00152,00152,6B1/r5k1/8/Rb5P/p3R1P1/n3P1B1/3r3K/8 w - - 3 97
18,00153,00153,1rbq1r1b/n2pp3/3k1p1p/p1p3B1/1p1PP1p1/2P4N/PPQ2P1P/1RN2KR1 w - - 0 29
18,00154,00154,r1b1kr2/pq1p3p/1pn3pb/1p2ppNP/2P1P3/P2B4/RP1P1PPn/1QB1K2R w Kq - 0 16
18,00155,00155,5b1q/1B6/4p1p1/2p3R1/p4KP1/R1N2n2/P5k1/8 w - - 5 57
18,00156,00156,2r4r/p2kq3/Q3pnpp/2bNPp2/1P1p1N2/p2KBPP1/3RB2P/6R1 b - - 0 26
18,00157,00157,8/7N/p1p5/n4kP1/4r3/pb6/1r6/6K1 b - - 11 100
18,00158,00158,8/4kB2/8/N2P1P2/pP5P/4K3/3R4/5b2 w - - 3 94
18,00159,00159,k7/2p2b2/n6p/3p2RP/3Kp2b/Pr1Q1q2/8/R7 w - - 10 64
18,00160,00160,8/1R6/1P2p3/P6K/4Pk2/5P2/8/4n3 b - - 0 76
18,00161,00161,rnq2bQr/pb1kp2n/1ppp4/1B2Pppp/7P/2P5/PPNP1PP1/R1B1K1NR b KQ - 1 14
18,00162,00162,r5nr/2p1k1b1/p3B1bp/3p4/3P2P1/qP1Np1P1/P1P2P1K/R1B2Q1R w - - 2 26
18,00163,00163,2k5/5nb1/8/5pPp/1n6/2B4K/2r5/8 w - - 2 88
18,00164,00164,1r1bk2r/pp1b3p/n2p1p2/1N1Ppqp1/5P2/B1P1n1PN/p6R/R3KB2 w k - 1 25
18,00165,00165,1Qqr1b1r/p1n5/4k1pp/3p4/4p1PP/P1PPP3/3NN1R1/r1BK4 b - - 0 38
18,00166,00166,8/5q2/2R1Q2p/1P4p1/1r3kP1/p4n2/r4P1P/4K2b w - - 4 65
18,00167,00167,rnb1k1nr/ppp2pp1/3b3p/3pp3/1P4P1/N4P1N/PBPP3P/R2QKB1R b KQkq - 2 7
18,00168,00168,8/k6b/1q2p3/3p3R/3P1rpP/8/4K3/3r4 b - - 0 79
18,00169,00169,r1b1QQ2/2k3p1/4p3/p7/2P3Pp/5q1P/3K4/1N4R1 b - - 0 41
18,00170,00170,r4kn1/5r1R/b1n1P3/p4P2/pq6/1NPNb1p1/1BK3P1/4RB2 w - - 6 39
18,00171,00171,1nb3nr/2pp1pkp/r5p1/pp1PN3/PP4P1/4P1bB/2P1P1KP/RNQ1R3 w - - 1 16
18,00172,00172,7N/4rp1p/1k1p4/p6b/PP1P2n1/1n4p1/3b2B1/1R1R1K2 w - - 1 37
18,00173,00173,r1b2bnr/p3pk1p/nq4p1/1ppp4/1P3N2/4P1PB/P1PP1P1P/RNBQ1K1R b - - 0 9
18,00174,00174,3k1b2/3r4/8/p5pp/1p3p2/1nBPPB1P/4K2P/4RN1R w - - 4 39
18,00175,00175,8/6P1/1k2p3/1r1nr3/8/6pN/N7/R1R4K w - - 7 63
18,00176,00176,6k1/r2bb3/p1pn1pPp/4R2B/3P4/2P2NP1/7P/2K4R b - - 0 38
18,00177,00177,r5kN/8/7P/8/3P1N1B/1p6/5n2/2K5 b - - 2 83
18,00178,00178,r3kb1r/ppp2p2/2P1bqpB/3pp3/P2nP3/2N5/1P2NQKP/4nB1R w k - 1 29
18,00179,00179,1n4rk/2Q5/BR5R/p1r5/4NN1p/2P5/8/4K3 b - - 6 59
18,00180,00180,b4r2/4k3/p2NprnB/P1NQ4/2PP3P/2K5/8/1b5R w - - 2 62
18,00181,00181,kq3R2/r7/7p/6p1/2p3P1/4PN2/8/K3b3 w - - 2 73
18,00182,00182,r4bn1/p2kp1r1/n2q2pp/P7/1R3Pb1/2pP1P1N/6BP/5KR1 b - - 13 47
18,00183,00183,r3Q3/2n3P1/3k4/1b1P4/1p1P2R1/3BP3/K7/7N w - - 3 69
18,00184,00184,n7/2r5/pr5k/1n1R4/1P6/2pp3K/8/8 b - - 7 82
18,00185,00185,8/3p2kp/2P5/pK2P3/P7/5R2/8/1N4r1 w - - 5 66
18,00186,00186,2R5/6R1/2k4P/2P5/pp1K4/6b1/3p4/2q5 b - - 4 82
18,00187,00187,rnbqkbnr/pppppppp/8/8/8/2P5/PP1PPPPP/RNBQKBNR b KQkq - 0 1
18,00188,00188,1k1nr1n1/1p2b1q1/1QPp4/P3r3/2PPPppp/N6P/1BR3R1/4K3 b - - 0 51
18,00189,00189,4k3/4n3/8/R6p/2B4P/2P1p3/8/1N3K2 b - - 0 62
18,00190,00190,r1q1k1nr/p2pppbp/2n5/6p1/Pp2Q3/1p2P3/2PPbPPP/RNB1KBNR w KQkq - 2 12
18,00191,00191,6K1/8/1N2k3/p5P1/P7/3b4/N7/5B2 w - - 4 101
18,00192,00192,2b4r/1r1k3p/pp3p2/3P1qp1/P1Pbn1PP/8/R1Q5/B2NK2R w - - 3 50
18,00193,00193,5Nk1/8/4P1K1/7p/7P/3p4/8/2N3n1 w - - 3 97
18,00194,00194,4k2r/r2pb2p/b5p1/1p2PpPB/2pPP3/1PPnB2N/P2NK2P/R1q3QR w - - 1 25
18,00195,00195,rnbqkbnr/pppp1ppp/4p3/8/5P2/8/PPPPP1PP/RNBQKBNR w KQkq - 0 2
18,00196,00196,2Nk2q1/8/n3rb1K/P2p4/1Pb1p2p/Q3R2P/2R5/6N1 w - - 10 60
18,00197,00197,2k3r1/8/2pR4/2P1K1B1/1P4q1/p4P2/8/6N1 b - - 3 81
18,00198,00198,2rqkbn1/2pbp1pr/ppn4B/1P1p4/P7/N1Pp1QP1/R4P1P/4KBNR b K - 0 14
18,00199,00199,1nb1k2r/4Q2p/r1pPp1pn/6N1/p2p4/3P2P1/PPP2P1q/1RB1K2R b k - 2 22
18,00200,00200,rnbqkbnr/p1pppppp/1p6/8/8/7P/PPPPPPP1/RNBQKBNR w KQkq - 0 2
18,00201,00201,4b2n/2p5/3p3b/4r1k1/p1Pp4/1p1P4/1B1K3P/5N1R w - - 0 57
18,00202,00202,8/5k2/1P3P2/1nNp4/4bp1p/8/8/4K1B1 w - - 2 78
18,00203,00203,2r5/p7/nqpk4/Pp1p2P1/1P2p2P/8/N1BK3R/b4bN1 b - - 1 44
18,00204,00204,1k5B/1r5n/3pp3/pP6/P4RPp/6PN/8/3K4 b - - 1 85
18,00205,00205,6k1/1P1n4/7P/2p1p3/2PpPrP1/3PRR2/8/2n1K3 b - - 1 72
18,00206,00206,8/N1P4k/8/p1rP2K1/P7/7P/Q6r/2n5 b - - 8 86
18,00207,00207,1r3bn1/2kn2p1/2Pp1pr1/3pQ1P1/1p3B2/P3P1P1/3KN3/2Rb1B2 b - - 2 35
18,00208,00208,8/3r1k2/6p1/4B1p1/6P1/3P2n1/8/1R2K3 w - - 7 80
18,00209,00209,r1b2br1/p1pk1qpp/5n2/2P1p3/p3Pp2/3P1PP1/2P1QK1P/1RB2BNR w - - 0 19
18,00210,00210,q2b2nr/1k3b2/n1p2p2/rp1p2pP/5Q2/2P2P2/PBKP2BP/RN4RN b - - 3 31
18,00211,00211,3k4/1r6/P6n/1Pp2bK1/8/5Pb1/7q/8 w - - 3 89
18,00212,00212,2k2bnr/1p6/pRppr1pp/3bp1pR/PnP1P1P1/3PB3/1P1Q1PB1/3K2N1 b - - 3 22
18,00213,00213,2k5/8/p4Q2/P1p3p1/6Np/7P/8/K3n3 w - - 1 73
18,00214,00214,6nr/1PB4k/6bp/r1p1p1PP/pP4PN/3B4/2nP1qR1/RQ1K4 b - - 0 42
18,00215,00215,8/pkn5/3B2P1/4bpPr/5P2/4r3/p5K1/8 b - - 6 57
18,00216,00216,rnbqkbnr/pppppppp/8/8/8/3P4/PPP1PPPP/RNBQKBNR b KQkq - 0 1
18,00217,00217,2b1r2N/1N2k3/4pp2/1q1p1P2/R2P3b/4P3/n3B1n1/6K1 b - - 3 47
18,00218,00218,5k2/1B4b1/8/3P2P1/p3bN2/1N2K3/n5R1/8 b - - 6 82
18,00219,00219,r4k1r/p2n4/3p1Bpn/1b2P1Np/2p1Pp2/1p3PP1/PPN1B2R/R3K3 b - - 1 31
18,00220,00220,r1bnkbnr/1p2p2p/pq1p4/2P2pp1/P4PP1/2N4P/1BPPP2K/R3QBNR w kq - 0 13
18,00221,00221,3k4/5n1p/p7/2P5/P2b4/6PN/4K2R/1b2N3 b - - 1 86
18,00222,00222,5R2/1k6/3P3P/p6K/5r2/8/8/8 w - - 0 96
18,00223,00223,3N4/4n3/p2kP1n1/Pp4r1/1P6/3K4/8/8 b - - 4 80
18,00224,00224,8/2Nn4/pPn4b/8/5p1p/Bk1p4/3P4/2K5 b - - 0 70
18,00225,00225,2r5/3k4/1npn2Bb/1p1p2Pp/pP6/P1P1Q2N/2R1K2P/8 w - - 3 45
18,00226,00226,r3kb1r/pp2pp2/nq2bn2/2pp1P1p/2QPN1p1/PP6/2PBP1PP/R3KBNR w KQkq - 4 11
18,00227,00227,rn4n1/1b2pk2/p2p4/P1pP1PP1/RPB1K2p/5N1P/8/3b3R b - - 0 35
18,00228,00228,1n1bq2r/5p1p/1p2pk2/1QN1P1p1/1p1p2P1/P6b/R1PP1P1n/2BKR3 b - - 0 24
18,00229,00229,b7/4r3/8/3Bk2p/8/2b1P1P1/2K5/4R3 w - - 20 87
18,00230,00230,1rb5/kBp1b1R1/2n4r/Pp3p1p/1PN5/3PPK2/2Q4P/5R2 b - - 2 33
18,00231,00231,1r2k1rn/6pp/1p1nN3/pR1pPbBP/P1PN2P1/8/5P2/2R2K2 b - - 0 37
18,00232,00232,rn2k1r1/p2b2b1/1pB3Pp/2R1p3/PP1p1pP1/1R5N/2PPP3/1NBQK3 b q - 1 20
