game,from_frame,to_frame,fen
8,42,42,5r2/1b2n2k/pq4pp/1pn2p2/1P2P3/1NbP2P1/3NQ1BP/5RK1
8,43,43,5r2/1b2n2k/pq4pp/1pP2p2/4P3/1NbP2P1/3NQ1BP/5RK1
8,44,44,5r2/1b2n2k/p3q1pp/1pP2p2/4P3/1NbP2P1/3NQ1BP/5RK1
8,45,45,5r2/1b2n2k/p3q1pp/1pP2p2/3PP3/1Nb3P1/3NQ1BP/5RK1
8,46,46,3r4/1b2n2k/p3q1pp/1pP2p2/3PP3/1Nb3P1/3NQ1BP/5RK1
8,47,47,3r4/1b2n2k/p3q1pp/1pP2p2/3PP3/1NbQ2P1/3N2BP/5RK1
8,48,48,3r4/1b2n2k/p3q1pp/1pP2p2/3PP3/1N1Q2P1/3b2BP/5RK1
8,49,49,3r4/1b2n2k/p3q1pp/1pP2p2/3PP3/3Q2P1/3N2BP/5RK1
8,50,50,3r4/1b2n2k/p3q1pp/1pP5/3Pp3/3Q2P1/3N2BP/5RK1
8,51,51,3r4/1b2n2k/p3q1pp/1pP5/3PN3/3Q2P1/6BP/5RK1
8,52,52,3r4/1b5k/p3q1pp/1pP2n2/3PN3/3Q2P1/6BP/5RK1
8,53,53,3r4/1b5k/p3q1pp/1pPP1n2/4N3/3Q2P1/6BP/5RK1
8,54,54,3r4/1b5k/p5pp/1pPPqn2/4N3/3Q2P1/6BP/5RK1
8,55,55,3r4/1b5k/p5pp/1pPPqn2/4N1P1/3Q4/6BP/5RK1
8,56,56,3r4/1b2n2k/p5pp/1pPPq3/4N1P1/3Q4/6BP/5RK1
8,57,57,3r4/1b2nR1k/p5pp/1pPPq3/4N1P1/3Q4/6BP/6K1
8,58,58,3r2k1/1b2nR2/p5pp/1pPPq3/4N1P1/3Q4/6BP/6K1
8,59,59,3r2k1/1b2nR2/p5pp/1pPPq3/4N1P1/8/6BP/5QK1
8,60,60,3r2k1/1b3R2/p5pp/1pPnq3/4N1P1/8/6BP/5QK1
8,61,61,3r2k1/1R6/p5pp/1pPnq3/4N1P1/8/6BP/5QK1
8,62,62,3r2k1/1R6/p5pp/1pPn4/3qN1P1/8/6BP/5QK1
8,63,63,3r2k1/1R6/p5pp/1pPn4/3qN1P1/8/6BP/5Q1K
8,64,64,5rk1/1R6/p5pp/1pPn4/3qN1P1/8/6BP/5Q1K
8,65,65,5rk1/1R6/p5pp/1pPn4/3qN1P1/8/6BP/6QK
8,66,66,5rk1/1R6/p5pp/1pP5/3qN1P1/4n3/6BP/6QK
8,67,67,5rk1/4R3/p5pp/1pP5/3qN1P1/4n3/6BP/6QK
8,68,68,5rk1/4R3/6pp/ppP5/3qN1P1/4n3/6BP/6QK
8,69,69,5rk1/4R3/2P3pp/pp6/3qN1P1/4n3/6BP/6QK
8,70,70,5rk1/4R3/2P3pp/1p6/p2qN1P1/4n3/6BP/6QK
8,71,71,5rk1/4R3/2P3pp/1p6/p2qN1P1/4Q3/6BP/7K
8,72,72,5rk1/4R3/2P3pp/1p6/p3N1P1/4q3/6BP/7K
8,73,73,5rk1/4R3/2P2Npp/1p6/p5P1/4q3/6BP/7K
8,74,74,6k1/4R3/2P2rpp/1p6/p5P1/4q3/6BP/7K
8,75,75,6k1/8/2P2rpp/1p6/p5P1/4R3/6BP/7K
8,76,76,6k1/8/2Pr2pp/1p6/p5P1/4R3/6BP/7K
8,77,77,6k1/8/2Pr2pp/1p6/p5PP/4R3/6B1/7K
8,78,78,6k1/8/2P3pp/1p6/p5PP/4R3/6B1/3r3K
8,79,79,6k1/8/2P3pp/1p6/p5PP/4R3/6BK/3r4
8,80,80,6k1/8/2P3pp/8/pp4PP/4R3/6BK/3r4
8,81,81,6k1/2P5/6pp/8/pp4PP/4R3/6BK/3r4
9,1,1,rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R
9,2,2,rnbqkb1r/pppppppp/5n2/8/8/5N2/PPPPPPPP/RNBQKB1R
9,3,3,rnbqkb1r/pppppppp/5n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R
9,4,4,rnbqkb1r/pppppp1p/5np1/8/2P5/5N2/PP1PPPPP/RNBQKB1R
9,5,5,rnbqkb1r/pppppp1p/5np1/8/2P5/2N2N2/PP1PPPPP/R1BQKB1R
9,6,6,rnbqkb1r/ppp1pp1p/5np1/3p4/2P5/2N2N2/PP1PPPPP/R1BQKB1R
9,7,7,rnbqkb1r/ppp1pp1p/5np1/3P4/8/2N2N2/PP1PPPPP/R1BQKB1R
9,8,8,rnbqkb1r/ppp1pp1p/6p1/3n4/8/2N2N2/PP1PPPPP/R1BQKB1R
9,9,9,rnbqkb1r/ppp1pp1p/6p1/3n4/8/2N2NP1/PP1PPP1P/R1BQKB1R
9,10,10,rnbqk2r/ppp1ppbp/6p1/3n4/8/2N2NP1/PP1PPP1P/R1BQKB1R
9,11,11,rnbqk2r/ppp1ppbp/6p1/3N4/8/5NP1/PP1PPP1P/R1BQKB1R
9,12,12,rnb1k2r/ppp1ppbp/6p1/3q4/8/5NP1/PP1PPP1P/R1BQKB1R
9,13,13,rnb1k2r/ppp1ppbp/6p1/3q4/8/5NP1/PP1PPPBP/R1BQK2R
9,14,14,rnb2rk1/ppp1ppbp/6p1/3q4/8/5NP1/PP1PPPBP/R1BQK2R
9,15,15,rnb2rk1/ppp1ppbp/6p1/3q4/8/5NP1/PP1PPPBP/R1BQ1RK1
9,16,16,r1b2rk1/ppp1ppbp/2n3p1/3q4/8/5NP1/PP1PPPBP/R1BQ1RK1
9,17,17,r1b2rk1/ppp1ppbp/2n3p1/3q4/8/3P1NP1/PP2PPBP/R1BQ1RK1
9,18,18,r1bq1rk1/ppp1ppbp/2n3p1/8/8/3P1NP1/PP2PPBP/R1BQ1RK1
9,19,19,r1bq1rk1/ppp1ppbp/2n3p1/8/8/P2P1NP1/1P2PPBP/R1BQ1RK1
9,20,20,r1bq1rk1/ppp2pbp/2n3p1/4p3/8/P2P1NP1/1P2PPBP/R1BQ1RK1
9,21,21,r1bq1rk1/ppp2pbp/2n3p1/4p1B1/8/P2P1NP1/1P2PPBP/R2Q1RK1
9,22,22,r1b2rk1/ppp2pbp/2nq2p1/4p1B1/8/P2P1NP1/1P2PPBP/R2Q1RK1
9,23,23,r1b2rk1/ppp2pbp/2nq2p1/4p1B1/8/P2P1NP1/1PQ1PPBP/R4RK1
9,24,24,r4rk1/ppp2pbp/2nq2p1/4p1B1/6b1/P2P1NP1/1PQ1PPBP/R4RK1
9,25,25,r4rk1/ppp2pbp/2nq2p1/4p3/6b1/P2PBNP1/1PQ1PPBP/R4RK1
9,26,26,r3r1k1/ppp2pbp/2nq2p1/4p3/6b1/P2PBNP1/1PQ1PPBP/R4RK1
9,27,27,r3r1k1/ppp2pbp/2nq2p1/4p3/6b1/P2PBNP1/1PQ1PPBP/2R2RK1
9,28,28,2r1r1k1/ppp2pbp/2nq2p1/4p3/6b1/P2PBNP1/1PQ1PPBP/2R2RK1
9,29,29,2r1r1k1/ppp2pbp/2nq2p1/4p3/6b1/P2PBNP1/1PQ1PPBP/2R1R1K1
9,30,30,2r1r1k1/ppp1npbp/3q2p1/4p3/6b1/P2PBNP1/1PQ1PPBP/2R1R1K1
9,31,31,2r1r1k1/ppp1npbp/3q2p1/4p1N1/6b1/P2PB1P1/1PQ1PPBP/2R1R1K1
9,32,32,2r1r1k1/ppp2pbp/3q2p1/3np1N1/6b1/P2PB1P1/1PQ1PPBP/2R1R1K1
9,33,33,2r1r1k1/ppp2pbp/3q2p1/3np1N1/6b1/PQ1PB1P1/1P2PPBP/2R1R1K1
9,34,34,2r1r1k1/pp3pbp/2pq2p1/3np1N1/6b1/PQ1PB1P1/1P2PPBP/2R1R1K1
9,35,35,2r1r1k1/Bp3pbp/2pq2p1/3np1N1/6b1/PQ1P2P1/1P2PPBP/2R1R1K1
9,36,36,2r1r1k1/Bp2qpbp/2p3p1/3np1N1/6b1/PQ1P2P1/1P2PPBP/2R1R1K1
9,37,37,2r1r1k1/Bp2qpbp/2p3p1/3np1N1/6bP/PQ1P2P1/1P2PPB1/2R1R1K1
9,38,38,2r1r1k1/Bp2qpb1/2p3pp/3np1N1/6bP/PQ1P2P1/1P2PPB1/2R1R1K1
9,39,39,2r1r1k1/1p2qpb1/2p3pp/2Bnp1N1/6bP/PQ1P2P1/1P2PPB1/2R1R1K1
9,40,40,2r1r1k1/1p1q1pb1/2p3pp/2Bnp1N1/6bP/PQ1P2P1/1P2PPB1/2R1R1K1
9,41,41,2r1r1k1/1p1q1pb1/2p3pp/2Bnp3/4N1bP/PQ1P2P1/1P2PPB1/2R1R1K1
9,42,42,2r1r1k1/3q1pb1/1pp3pp/2Bnp3/4N1bP/PQ1P2P1/1P2PPB1/2R1R1K1
9,43,43,2r1r1k1/3q1pb1/1pp3pp/3np3/1B2N1bP/PQ1P2P1/1P2PPB1/2R1R1K1
9,44,44,2r1r1k1/3q1pb1/1pp1b1pp/3np3/1B2N2P/PQ1P2P1/1P2PPB1/2R1R1K1
9,45,45,2r1r1k1/3q1pb1/1pp1b1pp/3np3/QB2N2P/P2P2P1/1P2PPB1/2R1R1K1
9,46,46,2rr2k1/3q1pb1/1pp1b1pp/3np3/QB2N2P/P2P2P1/1P2PPB1/2R1R1K1
9,47,47,2rr2k1/3q1pb1/1pp1b1pp/3np3/Q3N2P/P2P2P1/1P1BPPB1/2R1R1K1
9,48,48,2rr2k1/3q2b1/1pp1b1pp/3npp2/Q3N2P/P2P2P1/1P1BPPB1/2R1R1K1
9,49,49,2rr2k1/3q2b1/1pp1b1pp/3npp2/Q6P/P1NP2P1/1P1BPPB1/2R1R1K1
9,50,50,2rr2k1/3qn1b1/1pp1b1pp/4pp2/Q6P/P1NP2P1/1P1BPPB1/2R1R1K1
9,51,51,2rr2k1/3qn1b1/1pp1b1pp/4pp2/Q6P/P1NP2P1/1P1BPPB1/2RR2K1
9,52,52,2rr4/3qn1bk/1pp1b1pp/4pp2/Q6P/P1NP2P1/1P1BPPB1/2RR2K1
9,53,53,2rr4/3qn1bk/1pp1b1pp/4pp2/Q6P/P1NPB1P1/1P2PPB1/2RR2K1
9,54,54,1r1r4/3qn1bk/1pp1b1pp/4pp2/Q6P/P1NPB1P1/1P2PPB1/2RR2K1
9,55,55,1r1r4/3qn1bk/1pp1b1pp/4pp2/QP5P/P1NPB1P1/4PPB1/2RR2K1
9,56,56,r2r4/3qn1bk/1pp1b1pp/4pp2/QP5P/P1NPB1P1/4PPB1/2RR2K1
9,57,57,r2r4/3qn1bk/1pp1b1pp/4pp2/1P5P/P1NPB1P1/2Q1PPB1/2RR2K1
9,58,58,3r4/3qn1bk/1pp1b1pp/4pp2/1P5P/r1NPB1P1/2Q1PPB1/2RR2K1
9,59,59,3r4/3qn1bk/1Bp1b1pp/4pp2/1P5P/r1NP2P1/2Q1PPB1/2RR2K1
9,60,60,1r6/3qn1bk/1Bp1b1pp/4pp2/1P5P/r1NP2P1/2Q1PPB1/2RR2K1
9,61,61,1r6/3qn1bk/2p1b1pp/2B1pp2/1P5P/r1NP2P1/2Q1PPB1/2RR2K1
9,62,62,1r6/3q2bk/2p1b1pp/2Bnpp2/1P5P/r1NP2P1/2Q1PPB1/2RR2K1
9,63,63,1r6/3q2bk/2p1b1pp/2BNpp2/1P5P/r2P2P1/2Q1PPB1/2RR2K1
9,64,64,1r6/3q2bk/4b1pp/2Bppp2/1P5P/r2P2P1/2Q1PPB1/2RR2K1
9,65,65,1r6/3q2bk/4b1pp/2Bppp2/1P5P/r2P2P1/2Q1PPB1/R2R2K1
9,66,66,rr6/3q2bk/4b1pp/2Bppp2/1P5P/3P2P1/2Q1PPB1/R2R2K1
9,67,67,Rr6/3q2bk/4b1pp/2Bppp2/1P5P/3P2P1/2Q1PPB1/3R2K1
9,68,68,r7/3q2bk/4b1pp/2Bppp2/1P5P/3P2P1/2Q1PPB1/3R2K1
9,69,69,r7/3q2bk/4b1pp/2Bppp2/1P1P3P/6P1/2Q1PPB1/3R2K1
9,70,70,r7/3q2bk/4b1pp/2Bpp3/1P1P1p1P/6P1/2Q1PPB1/3R2K1
9,71,71,r7/3q2bk/4b1pp/2BpP3/1P3p1P/6P1/2Q1PPB1/3R2K1
9,72,72,r7/3q2bk/4b1pp/2BpP3/1P5P/6p1/2Q1PPB1/3R2K1
9,73,73,r7/3q2bk/4b1pp/2BpP3/1P5P/6P1/2Q1P1B1/3R2K1
9,74,74,r7/3q3k/4b1pp/2Bpb3/1P5P/6P1/2Q1P1B1/3R2K1
9,75,75,r7/3q3k/4b1pp/2Bpb2P/1P6/6P1/2Q1P1B1/3R2K1
9,76,76,r7/5q1k/4b1pp/2Bpb2P/1P6/6P1/2Q1P1B1/3R2K1
9,77,77,r7/5q1k/4b1Pp/2Bpb3/1P6/6P1/2Q1P1B1/3R2K1
9,78,78,r7/7k/4b1qp/2Bpb3/1P6/6P1/2Q1P1B1/3R2K1
9,79,79,r7/7k/4b1Qp/2Bpb3/1P6/6P1/4P1B1/3R2K1
9,80,80,r7/8/4b1kp/2Bpb3/1P6/6P1/4P1B1/3R2K1
9,81,81,r7/8/4b1kp/2BBb3/1P6/6P1/4P3/3R2K1
9,82,82,r7/8/6kp/2Bbb3/1P6/6P1/4P3/3R2K1
9,83,83,r7/8/6kp/2BRb3/1P6/6P1/4P3/6K1
9,84,84,r7/8/6kp/2BR4/1P6/6b1/4P3/6K1
9,85,85,r7/8/6kp/2BR4/1P6/6b1/4P1K1/8
9,86,86,r7/8/6kp/2BR4/1P3b2/8/4P1K1/8
9,87,87,r7/8/6kp/1PBR4/5b2/8/4P1K1/8
9,88,88,8/8/6kp/1PBR4/5b2/8/r3P1K1/8
9,89,89,8/8/6kp/1PBR4/5b2/5K2/r3P3/8
9,90,90,8/8/6kp/1PBR4/8/5K2/r3P2b/8
9,91,91,8/8/1P4kp/2BR4/8/5K2/r3P2b/8
9,92,92,8/8/1P4kp/2BR4/8/5K2/1r2P2b/8
9,93,93,8/8/1P4kp/3R4/8/4BK2/1r2P2b/8
9,94,94,8/8/1P4kp/3R4/1r6/4BK2/4P2b/8
9,95,95,3R4/8/1P4kp/8/1r6/4BK2/4P2b/8
9,96,96,3R4/8/1P4kp/1r6/8/4BK2/4P2b/8
9,97,97,7R/8/1P4kp/1r6/8/4BK2/4P2b/8
9,98,98,7R/8/1P4k1/1r5p/8/4BK2/4P2b/8
9,99,99,7R/8/1P4k1/1r5p/8/4B3/4P1Kb/8
9,100,100,7R/8/1P4k1/1r2b2p/8/4B3/4P1K1/8
9,101,101,8/8/1P4kR/1r2b2p/8/4B3/4P1K1/8
9,102,102,8/8/1P5R/1r2bk1p/8/4B3/4P1K1/8
9,103,103,8/8/1P6/1r2bk1R/8/4B3/4P1K1/8
9,104,104,8/8/1P6/1r2b2R/4k3/4B3/4P1K1/8
9,105,105,8/8/1P6/1r2b2R/4k3/8/4PBK1/8
9,106,106,8/8/1P6/4b2R/4k3/8/1r2PBK1/8
9,107,107,8/8/1P6/4b3/4k2R/8/1r2PBK1/8
9,108,108,8/8/1P6/3kb3/7R/8/1r2PBK1/8
9,109,109,8/8/1P6/3kb3/4P2R/8/1r3BK1/8
9,110,110,8/8/1P6/4b3/2k1P2R/8/1r3BK1/8
9,111,111,8/8/1P6/4b3/2k1P2R/5K2/1r3B2/8
9,112,112,8/8/1P6/4b3/2k1P2R/1r3K2/5B2/8
9,113,113,8/8/1P6/4b3/2k1P1KR/1r6/5B2/8
9,114,114,8/8/1P6/1r2b3/2k1P1KR/8/5B2/8
9,115,115,8/8/1P5R/1r2b3/2k1P1K1/8/5B2/8
9,116,116,8/8/1P5R/1r6/2k1P1K1/2b5/5B2/8
9,117,117,8/8/1PR5/1r6/2k1P1K1/2b5/5B2/8
9,118,118,8/8/1PR5/1r6/4P1K1/2bk4/5B2/8
9,119,119,8/8/1PR5/1r6/4P3/2bk1K2/5B2/8
9,120,120,8/8/1PR5/8/4P3/2bk1K2/5B2/1r6
9,121,121,8/8/1P1R4/8/4P3/2bk1K2/5B2/1r6
9,122,122,8/8/1P1R4/8/2k1P3/2b2K2/5B2/1r6
9,123,123,8/3R4/1P6/8/2k1P3/2b2K2/5B2/1r6
9,124,124,8/3R4/1P6/1k6/4P3/2b2K2/5B2/1r6
9,125,125,8/2R5/1P6/1k6/4P3/2b2K2/5B2/1r6
9,126,126,8/2R5/1P6/bk6/4P3/5K2/5B2/1r6
9,127,127,8/2R5/1P6/bk6/4P1K1/8/5B2/1r6
9,128,128,8/2R5/1P6/bk6/4P1K1/8/1r3B2/8
9,129,129,8/2R5/1P6/bk6/3BP1K1/8/1r6/8
9,130,130,8/2R5/1P6/bk6/1r1BP1K1/8/8/8
9,131,131,8/3R4/1P6/bk6/1r1BP1K1/8/8/8
9,132,132,8/3R4/1Pk5/b7/1r1BP1K1/8/8/8
9,133,133,3R4/8/1Pk5/b7/1r1BP1K1/8/8/8
9,134,134,3R4/8/1bk5/8/1r1BP1K1/8/8/8
9,135,135,3R4/8/1Bk5/8/1r2P1K1/8/8/8
9,136,136,3R4/8/1Bk5/8/4r1K1/8/8/8
9,137,137,3R4/8/1Bk5/8/4r3/5K2/8/8
9,138,138,3R4/4r3/1Bk5/8/8/5K2/8/8
9,139,139,3R4/4r3/2k5/8/8/4BK2/8/8
9,140,140,3R4/2k1r3/8/8/8/4BK2/8/8
9,141,141,R7/2k1r3/8/8/8/4BK2/8/8
9,142,142,R7/2k5/4r3/8/8/4BK2/8/8
9,143,143,R7/2k5/4r3/8/8/4B3/4K3/8
9,144,144,R7/8/2k1r3/8/8/4B3/4K3/8
9,145,145,R7/8/2k1r3/8/8/3KB3/8/8
9,146,146,R7/8/2kr4/8/8/3KB3/8/8
9,147,147,R7/8/2kr4/8/2K5/4B3/8/8
9,148,148,R7/8/2k5/8/2K5/4B3/8/3r4
9,149,149,8/8/R1k5/8/2K5/4B3/8/3r4
9,150,150,8/1k6/R7/8/2K5/4B3/8/3r4
9,151,151,8/1k6/5R2/8/2K5/4B3/8/3r4
9,152,152,8/1k6/5R2/8/2K5/4B3/8/4r3
9,153,153,8/1k6/5R2/2B5/2K5/8/8/4r3
9,154,154,8/1k6/5R2/2B5/2K5/8/8/2r5
9,155,155,8/1k6/5R2/1KB5/8/8/8/2r5
9,156,156,8/1k6/5R2/1KB5/8/8/8/1r6
9,157,157,8/1k6/5R2/1K6/1B6/8/8/1r6
9,158,158,8/1k6/5R2/1K6/1B6/8/8/2r5
9,159,159,8/1k6/5R2/1KB5/8/8/8/2r5
9,160,160,8/1k6/5R2/1KB5/8/8/8/1r6
9,161,161,8/1k6/5R2/2B5/2K5/8/8/1r6
9,162,162,8/1k6/5R2/2B5/2K5/8/8/7r
9,163,163,8/1k6/1R6/2B5/2K5/8/8/7r
9,164,164,8/2k5/1R6/2B5/2K5/8/8/7r
9,165,165,8/2k5/R7/2B5/2K5/8/8/7r
9,166,166,8/1k6/R7/2B5/2K5/8/8/7r
9,167,167,8/1k6/4R3/2B5/2K5/8/8/7r
9,168,168,8/1k6/4R3/2B5/2K5/8/8/3r4
9,169,169,8/1k6/4R3/1KB5/8/8/8/3r4
9,170,170,8/1k6/4R3/1KB5/8/8/8/1r6
9,171,171,8/1k6/4R3/1K6/1B6/8/8/1r6
9,172,172,8/1k6/4R3/1K6/1B6/8/8/2r5
9,173,173,8/1k6/R7/1K6/1B6/8/8/2r5
9,174,174,8/1k6/R7/1K6/1B6/8/2r5/8
9,175,175,8/1k6/8/1K6/1B6/8/2r5/R7
9,176,176,8/1k6/8/1K6/1B6/8/7r/R7
9,177,177,8/1k6/8/1KB5/8/8/7r/R7
9,178,178,8/1k6/8/1KB5/8/8/1r6/R7
9,179,179,8/1k6/8/2B5/2K5/8/1r6/R7
9,180,180,8/1k6/8/2B5/2K5/8/7r/R7
9,181,181,8/Rk6/8/2B5/2K5/8/7r/8
9,182,182,8/R7/2k5/2B5/2K5/8/7r/8
9,183,183,8/8/R1k5/2B5/2K5/8/7r/8
9,184,184,8/1k6/R7/2B5/2K5/8/7r/8
9,185,185,8/1k6/1R6/2B5/2K5/8/7r/8
9,186,186,8/2k5/1R6/2B5/2K5/8/7r/8
9,187,187,8/2k5/6R1/2B5/2K5/8/7r/8
9,188,188,8/2k5/6R1/2B5/2K5/8/3r4/8
9,189,189,8/2k5/6R1/8/2KB4/8/3r4/8
9,190,190,8/1k6/6R1/8/2KB4/8/3r4/8
9,191,191,8/1k6/6R1/3K4/3B4/8/3r4/8
9,192,192,8/1k6/6R1/3K4/3B4/8/2r5/8
9,193,193,8/1k6/1R6/3K4/3B4/8/2r5/8
9,194,194,8/2k5/1R6/3K4/3B4/8/2r5/8
9,195,195,8/2k5/R7/3K4/3B4/8/2r5/8
9,196,196,8/3k4/R7/3K4/3B4/8/2r5/8
9,197,197,8/3k4/6R1/3K4/3B4/8/2r5/8
9,198,198,8/3k4/6R1/3K4/3B4/8/4r3/8
9,199,199,8/3k4/3R4/3K4/3B4/8/4r3/8
9,200,200,8/4k3/3R4/3K4/3B4/8/4r3/8
9,201,201,8/4k3/6R1/3K4/3B4/8/4r3/8
9,202,202,8/3k4/6R1/3K4/3B4/8/4r3/8
9,203,203,8/3k4/7R/3K4/3B4/8/4r3/8
9,204,204,8/3k4/7R/3K4/3B4/8/2r5/8
9,205,205,8/3k4/3R4/3K4/3B4/8/2r5/8
9,206,206,8/2k5/3R4/3K4/3B4/8/2r5/8
9,207,207,8/2k5/6R1/3K4/3B4/8/2r5/8
9,208,208,8/1k6/6R1/3K4/3B4/8/2r5/8
9,209,209,8/1k6/6R1/2BK4/8/8/2r5/8
9,210,210,8/1k6/6R1/2BK4/8/8/3r4/8
9,211,211,8/1k6/6R1/2B1K3/8/8/3r4/8
9,212,212,8/1k6/6R1/2B1K3/8/8/8/3r4
9,213,213,8/1k4R1/8/2B1K3/8/8/8/3r4
9,214,214,8/6R1/k7/2B1K3/8/8/8/3r4
9,215,215,8/6R1/k7/4K3/3B4/8/8/3r4
9,216,216,8/6R1/k7/4K3/3B4/8/8/2r5
9,217,217,8/6R1/k7/3K4/3B4/8/8/2r5
9,218,218,2r5/6R1/k7/3K4/3B4/8/8/8
9,219,219,2r5/R7/k7/3K4/3B4/8/8/8
9,220,220,2r5/R7/8/1k1K4/3B4/8/8/8
9,221,221,2r5/1R6/8/1k1K4/3B4/8/8/8
9,222,222,2r5/1R6/k7/3K4/3B4/8/8/8
9,223,223,2r5/8/kR6/3K4/3B4/8/8/8
9,224,224,2r5/8/1R6/k2K4/3B4/8/8/8
9,225,225,2r5/8/1R6/k1BK4/8/8/8/8
