game,from_frame,to_frame,fen
2,3308,3308,rnb2rk1/ppp1qpp1/4p2p/8/2BP4/2Q1PN2/PP3PPP/R3K2R
2,3328,3328,r1b2rk1/pppnqpp1/4p2p/8/2BP4/2Q1PN2/PP3PPP/R3K2R
2,3416,3416,r1b2rk1/pppnqpp1/4p2p/8/2BP4/2Q1PN2/PP3PPP/R4RK1
2,4264,4264,r1b2rk1/ppp1qpp1/1n2p2p/8/2BP4/2Q1PN2/PP3PPP/R4RK1
2,5044,5044,r1b2rk1/ppp1qpp1/1n2p2p/8/2BP4/2Q1PN2/PP3PPP/2R2RK1
2,6092,6092,r1b2rk1/pp2qpp1/1np1p2p/8/2BP4/2Q1PN2/PP3PPP/2R2RK1
2,6368,6368,r1b2rk1/pp2qpp1/1np1p2p/8/3P4/1BQ1PN2/PP3PPP/2R2RK1
2,6532,6532,r4rk1/pp1bqpp1/1np1p2p/8/3P4/1BQ1PN2/PP3PPP/2R2RK1
2,6568,6568,r4rk1/pp1bqpp1/1np1p2p/4N3/3P4/1BQ1P3/PP3PPP/2R2RK1
2,7000,7000,2r2rk1/pp1bqpp1/1np1p2p/4N3/3P4/1BQ1P3/PP3PPP/2R2RK1
2,7728,7728,2r2rk1/pp1bqpp1/1np1p2p/Q3N3/3P4/1B2P3/PP3PPP/2R2RK1
2,8952,8952,r4rk1/pp1bqpp1/1np1p2p/Q3N3/3P4/1B2P3/PP3PPP/2R2RK1
2,8988,8988,r4rk1/pp1bqpp1/1np1p2p/2Q1N3/3P4/1B2P3/PP3PPP/2R2RK1
2,9384,9384,r3r1k1/pp1bqpp1/1np1p2p/2Q1N3/3P4/1B2P3/PP3PPP/2R2RK1
2,9884,9884,r3r1k1/pp1bqpp1/1np1p2p/2Q1N3/P2P4/1B2P3/1P3PPP/2R2RK1
2,10096,10096,r3r1k1/pp1bqpp1/2p1p2p/2QnN3/P2P4/1B2P3/1P3PPP/2R2RK1
2,11140,11140,r3r1k1/pp1bqpp1/2p1p2p/2QBN3/P2P4/4P3/1P3PPP/2R2RK1
2,11456,11456,r3r1k1/pp1bqpp1/2p4p/2QpN3/P2P4/4P3/1P3PPP/2R2RK1
2,11696,11696,r3r1k1/pp1bQpp1/2p4p/3pN3/P2P4/4P3/1P3PPP/2R2RK1
2,11712,11712,r5k1/pp1brpp1/2p4p/3pN3/P2P4/4P3/1P3PPP/2R2RK1
2,11740,11740,r5k1/pp1Nrpp1/2p4p/3p4/P2P4/4P3/1P3PPP/2R2RK1
2,11760,11760,r5k1/pp1r1pp1/2p4p/3p4/P2P4/4P3/1P3PPP/2R2RK1
2,12092,12092,r5k1/pp1r1pp1/2p4p/3p4/PP1P4/4P3/5PPP/2R2RK1
2,12864,12864,2r3k1/pp1r1pp1/2p4p/3p4/PP1P4/4P3/5PPP/2R2RK1
2,13328,13328,2r3k1/pp1r1pp1/2p4p/3p4/PP1P4/4P3/2R2PPP/5RK1
2,13616,13616,2r3k1/ppr2pp1/2p4p/3p4/PP1P4/4P3/2R2PPP/5RK1
2,13636,13636,2r3k1/ppr2pp1/2p4p/3p4/PP1P4/4P3/2R2PPP/2R3K1
2,13896,13896,2r2k2/ppr2pp1/2p4p/3p4/PP1P4/4P3/2R2PPP/2R3K1
2,14132,14132,2r2k2/ppr2pp1/2p4p/3p4/PP1P4/4P3/2R2PPP/2R2K2
2,14180,14180,2r5/ppr1kpp1/2p4p/3p4/PP1P4/4P3/2R2PPP/2R2K2
2,14208,14208,2r5/ppr1kpp1/2p4p/3p4/PP1P4/4P3/2R1KPPP/2R5
2,14256,14256,2r5/ppr2pp1/2pk3p/3p4/PP1P4/4P3/2R1KPPP/2R5
2,14348,14348,2r5/ppr2pp1/2pk3p/3p4/PP1P4/3KP3/2R2PPP/2R5
2,14904,14904,2r5/p1r2pp1/1ppk3p/3p4/PP1P4/3KP3/2R2PPP/2R5
2,16592,16592,2r5/p1r2pp1/1ppk3p/3p4/PP1P2P1/3KP3/2R2P1P/2R5
2,18764,18764,2r5/p1r2pp1/1p1k3p/2pp4/PP1P2P1/3KP3/2R2P1P/2R5
2,19352,19352,2r5/p1r2pp1/1p1k3p/2Pp4/PP4P1/3KP3/2R2P1P/2R5
2,19384,19384,2r5/p1r2pp1/3k3p/2pp4/PP4P1/3KP3/2R2P1P/2R5
2,19936,19936,2r5/p1r2pp1/3k3p/2Rp4/PP4P1/3KP3/5P1P/2R5
2,19976,19976,2r5/p4pp1/3k3p/2rp4/PP4P1/3KP3/5P1P/2R5
2,19988,19988,2r5/p4pp1/3k3p/2Rp4/PP4P1/3KP3/5P1P/8
2,20008,20008,8/p4pp1/3k3p/2rp4/PP4P1/3KP3/5P1P/8
2,20024,20024,8/p4pp1/3k3p/2Pp4/P5P1/3KP3/5P1P/8
2,20048,20048,8/p4pp1/7p/2kp4/P5P1/3KP3/5P1P/8
2,20064,20064,8/p4pp1/7p/2kp4/P5P1/2K1P3/5P1P/8
2,21900,21900,8/p4p2/7p/2kp2p1/P5P1/2K1P3/5P1P/8
2,23676,23676,8/p4p2/7p/2kp2p1/P4PP1/2K1P3/7P/8
2,26928,26928,8/5p2/p6p/2kp2p1/P4PP1/2K1P3/7P/8
2,30604,30604,8/5p2/p6p/2kp1Pp1/P5P1/2K1P3/7P/8
2,30388,30388,8/8/p4p1p/2kp1Pp1/P5P1/2K1P3/7P/8
2,31032,31032,8/8/p4p1p/P1kp1Pp1/6P1/2K1P3/7P/8
2,31120,31120,8/8/p4p1p/Pk1p1Pp1/6P1/2K1P3/7P/8
2,31140,31140,8/8/p4p1p/Pk1p1Pp1/3K2P1/4P3/7P/8
2,31332,31332,8/8/p4p1p/k2p1Pp1/3K2P1/4P3/7P/8
2,31664,31664,8/8/p4p1p/k2K1Pp1/6P1/4P3/7P/8
2,31800,31800,8/8/pk3p1p/3K1Pp1/6P1/4P3/7P/8
4,28,28,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR
4,576,576,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR
4,588,588,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR
4,604,604,rnbqkbnr/pp1ppppp/8/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR
4,616,616,rnbqkb1r/pp1ppppp/5n2/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR
4,628,628,rnbqkb1r/pp1ppppp/5n2/2p1P3/8/2P5/PP1P1PPP/RNBQKBNR
4,640,640,rnbqkb1r/pp1ppppp/8/2pnP3/8/2P5/PP1P1PPP/RNBQKBNR
4,656,656,rnbqkb1r/pp1ppppp/8/2pnP3/3P4/2P5/PP3PPP/RNBQKBNR
4,748,748,rnbqkb1r/pp1ppppp/8/3nP3/3p4/2P5/PP3PPP/RNBQKBNR
4,760,760,rnbqkb1r/pp1ppppp/8/3nP3/3P4/8/PP3PPP/RNBQKBNR
4,820,820,rnbqkb1r/pp2pppp/3p4/3nP3/3P4/8/PP3PPP/RNBQKBNR
4,848,848,rnbqkb1r/pp2pppp/3p4/3nP3/3P4/5N2/PP3PPP/RNBQKB1R
4,876,876,r1bqkb1r/pp2pppp/2np4/3nP3/3P4/5N2/PP3PPP/RNBQKB1R
4,892,892,r1bqkb1r/pp2pppp/2np4/3nP3/2BP4/5N2/PP3PPP/RNBQK2R
4,924,924,r1bqkb1r/pp2pppp/2n5/3np3/2BP4/5N2/PP3PPP/RNBQK2R
4,964,964,r1bqkb1r/pp2pppp/2n5/3nP3/2B5/5N2/PP3PPP/RNBQK2R
4,1320,1320,r2qkb1r/pp2pppp/2n1b3/3nP3/2B5/5N2/PP3PPP/RNBQK2R
4,1396,1396,r2qkb1r/pp2pppp/2n1b3/3nP3/2B5/5N2/PP3PPP/RNBQ1RK1
4,1544,1544,r2qkb1r/pp2pp1p/2n1b1p1/3nP3/2B5/5N2/PP3PPP/RNBQ1RK1
4,1664,1664,r2qkb1r/pp2pp1p/2n1b1p1/3nP3/2B5/1Q3N2/PP3PPP/RNB2RK1
4,2156,2156,r2qk2r/pp2ppbp/2n1b1p1/3nP3/2B5/1Q3N2/PP3PPP/RNB2RK1
4,3232,3232,r2qk2r/pp2ppbp/2n1b1p1/3nP3/2B5/1Q3N2/PP3PPP/RNB1R1K1
4,3748,3748,r2q1rk1/pp2ppbp/2n1b1p1/3nP3/2B5/1Q3N2/PP3PPP/RNB1R1K1
4,4284,4284,r2q1rk1/pp2ppbp/2n1b1p1/3nP3/2B5/1Q3N2/PP1B1PPP/RN2R1K1
4,4660,4660,r2q1rk1/ppn1ppbp/2n1b1p1/4P3/2B5/1Q3N2/PP1B1PPP/RN2R1K1
4,4848,4848,r2q1rk1/ppn1ppbp/2n1B1p1/4P3/8/1Q3N2/PP1B1PPP/RN2R1K1
4,4880,4880,r2q1rk1/pp2ppbp/2n1n1p1/4P3/8/1Q3N2/PP1B1PPP/RN2R1K1
4,5968,5968,r2q1rk1/pQ2ppbp/2n1n1p1/4P3/8/5N2/PP1B1PPP/RN2R1K1
4,6504,6504,r2q1rk1/pQ2ppbp/4n1p1/4P3/3n4/5N2/PP1B1PPP/RN2R1K1
4,6656,6656,r2q1rk1/pQ2ppbp/4n1p1/4P3/3N4/8/PP1B1PPP/RN2R1K1
4,6808,6808,r2q1rk1/pQ2ppbp/6p1/4P3/3n4/8/PP1B1PPP/RN2R1K1
4,6856,6856,r2q1rk1/p3ppbp/6p1/4P3/3nQ3/8/PP1B1PPP/RN2R1K1
4,7992,7992,1r1q1rk1/p3ppbp/6p1/4P3/3nQ3/8/PP1B1PPP/RN2R1K1
4,8820,8820,1r1q1rk1/p3ppbp/6p1/4P3/3nQ3/2B5/PP3PPP/RN2R1K1
4,8896,8896,1r1q1rk1/p3ppbp/4n1p1/4P3/4Q3/2B5/PP3PPP/RN2R1K1
4,9148,9148,1r1q1rk1/p3ppbp/4n1p1/4P3/4Q3/2B5/PP1N1PPP/R3R1K1
4,9404,9404,1r1q1rk1/p3ppbp/6p1/2n1P3/4Q3/2B5/PP1N1PPP/R3R1K1
4,10588,10588,1r1q1rk1/p3ppbp/6p1/2n1P3/3Q4/2B5/PP1N1PPP/R3R1K1
4,11104,11104,1r1q1rk1/p3ppbp/6p1/4P3/3Q4/2Bn4/PP1N1PPP/R3R1K1
4,11668,11668,1r1q1rk1/p3ppbp/6p1/4P3/3Q4/2BnR3/PP1N1PPP/R5K1
4,12284,12284,1r3rk1/p3ppbp/6p1/4P3/3q4/2BnR3/PP1N1PPP/R5K1
4,12316,12316,1r3rk1/p3ppbp/6p1/4P3/3B4/3nR3/PP1N1PPP/R5K1
4,12444,12444,1r3rk1/p3ppbp/6p1/4P3/3B4/4R3/Pn1N1PPP/R5K1
4,12844,12844,1r3rk1/p3ppbp/6p1/4P3/3B4/4R3/Pn1N1PPP/1R4K1
4,12880,12880,1r3rk1/p3ppbp/6p1/4P3/2nB4/4R3/P2N1PPP/1R4K1
4,13192,13192,1R3rk1/p3ppbp/6p1/4P3/2nB4/4R3/P2N1PPP/6K1
4,13316,13316,1r4k1/p3ppbp/6p1/4P3/2nB4/4R3/P2N1PPP/6K1
4,13352,13352,1r4k1/p3ppbp/6p1/4P3/2nB4/1R6/P2N1PPP/6K1
4,14060,14060,3r2k1/p3ppbp/6p1/4P3/2nB4/1R6/P2N1PPP/6K1
4,14392,14392,3r2k1/p3ppbp/6p1/4P3/2NB4/1R6/P4PPP/6K1
4,14428,14428,6k1/p3ppbp/6p1/4P3/2Nr4/1R6/P4PPP/6K1
4,14464,14464,1R4k1/p3ppbp/6p1/4P3/2Nr4/8/P4PPP/6K1
4,14484,14484,1R3bk1/p3pp1p/6p1/4P3/2Nr4/8/P4PPP/6K1
4,14504,14504,1R3bk1/p3pp1p/6p1/4P3/3r4/4N3/P4PPP/6K1
4,15216,15216,1R3bk1/p3pp1p/6p1/4P3/r7/4N3/P4PPP/6K1
4,15864,15864,1R3bk1/p3pp1p/6p1/4P3/r7/4N1P1/P4P1P/6K1
4,15944,15944,1R3bk1/p3pp1p/6p1/4P3/8/4N1P1/r4P1P/6K1
4,15972,15972,1R3bk1/p3pp1p/6p1/3NP3/8/6P1/r4P1P/6K1
4,16136,16136,1R3b2/p3ppkp/6p1/3NP3/8/6P1/r4P1P/6K1
4,16232,16232,5b2/pR2ppkp/6p1/3NP3/8/6P1/r4P1P/6K1
4,18052,18052,5b2/pR2ppkp/6p1/r2NP3/8/6P1/5P1P/6K1
4,18384,18384,5b2/pR2Npkp/6p1/r3P3/8/6P1/5P1P/6K1
4,18432,18432,5b2/pR2Npkp/6p1/4r3/8/6P1/5P1P/6K1
4,18844,18844,5b2/pR3pkp/2N3p1/4r3/8/6P1/5P1P/6K1
4,19128,19128,5b2/pR3pkp/2N3p1/8/8/6P1/4rP1P/6K1
4,19488,19488,5b2/pR3pkp/2N3p1/8/8/6P1/4rP1P/5K2
4,19684,19684,5b2/pR3pkp/2N3p1/8/8/6P1/2r2P1P/5K2
4,20140,20140,3N1b2/pR3pkp/6p1/8/8/6P1/2r2P1P/5K2
4,22252,22252,3N1b2/1R3pkp/6p1/p7/8/6P1/2r2P1P/5K2
4,23452,23452,3N1b2/5Rkp/6p1/p7/8/6P1/2r2P1P/5K2
4,23508,23508,3N1bk1/5R1p/6p1/p7/8/6P1/2r2P1P/5K2
4,23540,23540,3N1bk1/7p/6p1/p7/5R2/6P1/2r2P1P/5K2
4,24180,24180,3N2k1/7p/3b2p1/p7/5R2/6P1/2r2P1P/5K2
4,24552,24552,3N2k1/7p/3b2p1/p7/4R3/6P1/2r2P1P/5K2
4,24584,24584,3N2k1/7p/6p1/p1b5/4R3/6P1/2r2P1P/5K2
4,25436,25436,3N2k1/7p/6p1/p1b5/5R2/6P1/2r2P1P/5K2
4,26828,26828,3N2k1/8/6p1/p1b4p/5R2/6P1/2r2P1P/5K2
4,27056,27056,6k1/8/4N1p1/p1b4p/5R2/6P1/2r2P1P/5K2
4,27112,27112,6k1/8/3bN1p1/p6p/5R2/6P1/2r2P1P/5K2
4,27627,27627,6k1/8/3bN1p1/p6p/3R4/6P1/2r2P1P/5K2
4,27984,27984,6k1/8/4N1p1/p3b2p/3R4/6P1/2r2P1P/5K2
4,28124,28124,6k1/8/4N1p1/p2Rb2p/8/6P1/2r2P1P/5K2
4,28412,28412,6k1/8/4N1p1/p2R3p/8/2b3P1/2r2P1P/5K2
4,29056,29056,6k1/8/6p1/p2R3p/5N2/2b3P1/2r2P1P/5K2
4,29184,29184,6k1/8/6p1/3R3p/p4N2/2b3P1/2r2P1P/5K2
4,29464,29464,3R2k1/8/6p1/7p/p4N2/2b3P1/2r2P1P/5K2
4,29500,29500,3R4/5k2/6p1/7p/p4N2/2b3P1/2r2P1P/5K2
4,29564,29564,R7/5k2/6p1/7p/p4N2/2b3P1/2r2P1P/5K2
4,30000,30000,R7/5k2/6p1/7p/p4N2/2b3P1/r4P1P/5K2
4,30060,30060,8/R4k2/6p1/7p/p4N2/2b3P1/r4P1P/5K2
4,30232,30232,6k1/R7/6p1/7p/p4N2/2b3P1/r4P1P/5K2
4,30952,30952,R5k1/8/6p1/7p/p4N2/2b3P1/r4P1P/5K2
4,31008,31008,R7/7k/6p1/7p/p4N2/2b3P1/r4P1P/5K2
4,31332,31332,8/R6k/6p1/7p/p4N2/2b3P1/r4P1P/5K2
4,31432,31432,8/R7/6pk/7p/p4N2/2b3P1/r4P1P/5K2
4,31880,31880,8/8/R5pk/7p/p4N2/2b3P1/r4P1P/5K2
4,31912,31912,8/8/R5pk/7p/5N2/p1b3P1/r4P1P/5K2
4,31944,31944,8/8/6Rk/7p/5N2/p1b3P1/r4P1P/5K2
4,31960,31960,8/7k/6R1/7p/5N2/p1b3P1/r4P1P/5K2
4,32288,32288,8/7k/R7/7p/5N2/p1b3P1/r4P1P/5K2
4,32320,32320,8/7k/R7/7p/5N2/p1b3P1/5P1P/r4K2
4,32400,32400,8/7k/R7/7p/5N2/p1b3P1/5PKP/r7
4,32808,32808,8/7k/R7/7p/3b1N2/p5P1/5PKP/r7
4,33452,33452,8/7k/8/7p/R2b1N2/p5P1/5PKP/r7
4,34136,34136,8/7k/8/7p/R4N2/p5P1/1b3PKP/r7
4,34236,34236,8/7k/8/7N/R7/p5P1/1b3PKP/r7
4,34268,34268,8/7k/8/7N/R7/p5P1/1b3PKP/3r4
4,34392,34392,8/7k/8/8/R4N2/p5P1/1b3PKP/3r4
4,34532,34532,8/7k/8/8/R4N2/p5P1/1b1r1PKP/8
4,35020,35020,8/7k/8/8/R4N1P/p5P1/1b1r1PK1/8
4,35056,35056,8/7k/8/8/R4N1P/p5P1/3r1PK1/2b5
4,35212,35212,8/7k/8/8/R4N1P/p4KP1/3r1P2/2b5
4,35238,35238,8/7k/8/8/R4N1P/p4KP1/2r2P2/2b5
4,35492,35492,8/7k/8/8/R6P/p2N1KP1/2r2P2/2b5
4,35704,35704,8/7k/8/8/R6P/p1rN1KP1/5P2/2b5
4,35720,35720,8/7k/8/8/R3K2P/p1rN2P1/5P2/2b5
4,35848,35848,8/7k/7b/8/R3K2P/p1rN2P1/5P2/8
4,35924,35924,8/7k/7b/8/R3KP1P/p1rN2P1/8/8
4,35972,35972,5b2/7k/8/8/R3KP1P/p1rN2P1/8/8
4,36224,36224,5b2/7k/8/8/R3KPPP/p1rN4/8/8
4,36244,36244,5b2/7k/8/8/R3KPPP/p2N4/2r5/8
4,36400,36400,5b2/R6k/8/8/4KPPP/p2N4/2r5/8
4,36424,36424,5bk1/R7/8/8/4KPPP/p2N4/2r5/8
4,36484,36484,R4bk1/8/8/8/4KPPP/p2N4/2r5/8
4,36520,36520,R4bk1/8/8/8/2r1KPPP/p2N4/8/8
4,36556,36556,R4bk1/8/8/3K4/2r2PPP/p2N4/8/8
4,36580,36580,R4bk1/8/8/3K4/5PPP/p1rN4/8/8
4,36652,36652,R4bk1/8/8/3KN3/5PPP/p1r5/8/8
4,36740,36740,R4bk1/8/8/3KN3/5PPP/p6r/8/8
4,36772,36772,R4bk1/8/6N1/3K4/5PPP/p6r/8/8
4,36796,36796,R4b2/6k1/6N1/3K4/5PPP/p6r/8/8
4,36812,36812,R4N2/6k1/8/3K4/5PPP/p6r/8/8
4,36984,36984,R4N2/6k1/8/3K4/5PPr/p7/8/8
4,37000,37000,R7/6k1/4N3/3K4/5PPr/p7/8/8
4,37024,37024,R7/8/4Nk2/3K4/5PPr/p7/8/8
4,37040,37040,R7/8/4Nk2/3K2P1/5P1r/p7/8/8
4,37076,37076,R7/4k3/4N3/3K2P1/5P1r/p7/8/8
4,37108,37108,8/4k3/4N3/3K2P1/5P1r/R7/8/8
4,37128,37128,8/4k3/4N3/3K2P1/5P2/R7/8/7r
4,37180,37180,8/4k3/4N3/3K2P1/5P2/4R3/8/7r
4,37208,37208,8/4k3/4N3/3K2P1/5P2/4R3/8/3r4
4,37220,37220,8/4k3/4N3/4K1P1/5P2/4R3/8/3r4
4,37264,37264,8/4k3/4N3/4K1P1/5P2/4R3/8/r7
4,37340,37340,8/4k3/4N3/5KP1/5P2/4R3/8/r7
4,37392,37392,8/4k3/4N3/r4KP1/5P2/4R3/8/8
4,37420,37420,8/4k3/4N3/r3RKP1/5P2/8/8/8
4,37504,37504,8/4k3/4N3/4RKP1/5P2/8/8/r7
4,37528,37528,8/4k3/8/4RKP1/3N1P2/8/8/r7
4,37576,37576,8/5k2/8/4RKP1/3N1P2/8/8/r7
4,37596,37596,8/5k2/6P1/4RK2/3N1P2/8/8/r7
4,37636,37636,6k1/8/6P1/4RK2/3N1P2/8/8/r7
4,37668,37668,6k1/8/5KP1/4R3/3N1P2/8/8/r7
4,37696,37696,6k1/8/r4KP1/4R3/3N1P2/8/8/8
4,37716,37716,6k1/8/r3RKP1/8/3N1P2/8/8/8
4,37740,37740,r5k1/8/4RKP1/8/3N1P2/8/8/8
4,37772,37772,r5k1/8/4RKP1/5N2/5P2/8/8/8
4,37820,37820,5rk1/8/4RKP1/5N2/5P2/8/8/8
4,37840,37840,5rk1/8/4R1P1/5NK1/5P2/8/8/8
4,37896,37896,r5k1/8/4R1P1/5NK1/5P2/8/8/8
4,37940,37940,r5k1/4R3/6P1/5NK1/5P2/8/8/8
4,38044,38044,1r4k1/4R3/6P1/5NK1/5P2/8/8/8
4,38208,38208,1r4k1/4R3/6PN/6K1/5P2/8/8/8
4,38236,38236,1r3k2/4R3/6PN/6K1/5P2/8/8/8
4,38244,38244,1r3k2/5R2/6PN/6K1/5P2/8/8/8
4,38260,38260,1r2k3/5R2/6PN/6K1/5P2/8/8/8
4,38276,38276,1r2k3/7R/6PN/6K1/5P2/8/8/8
4,38308,38308,4k3/7R/6PN/1r4K1/5P2/8/8/8
4,38316,38316,4k3/7R/6PN/1r3PK1/8/8/8/8
4,38336,38336,4k3/7R/6PN/5PK1/8/8/8/1r6
4,38360,38360,4k3/6PR/7N/5PK1/8/8/8/1r6
4,38424,38424,4k3/6PR/7N/5PK1/8/8/8/6r1
4,38480,38480,4k3/6PR/5K1N/5P2/8/8/8/6r1
4,38728,38728,3k4/6PR/5K1N/5P2/8/8/8/6r1
4,38772,38772,3k2Q1/7R/5K1N/5P2/8/8/8/6r1
4,38804,38804,3k2r1/7R/5K1N/5P2/8/8/8/8
4,38816,38816,3k2N1/7R/5K2/5P2/8/8/8/8
4,38832,38832,4k1N1/7R/5K2/5P2/8/8/8/8
4,38852,38852,4k1N1/7R/4K3/5P2/8/8/8/8
4,38872,38872,5kN1/7R/4K3/5P2/8/8/8/8
4,38924,38924,5kN1/R7/4K3/5P2/8/8/8/8
4,38976,38976,6k1/R7/4K3/5P2/8/8/8/8
4,39008,39008,6k1/R7/5K2/5P2/8/8/8/8
4,39032,39032,7k/R7/5K2/5P2/8/8/8/8
4,39056,39056,7k/R7/6K1/5P2/8/8/8/8
4,39060,39060,6k1/R7/6K1/5P2/8/8/8/8
4,39084,39084,R5k1/8/6K1/5P2/8/8/8/8
5,44,44,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR
5,528,528,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR
5,548,548,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR
5,584,584,rnbqkb1r/pppppppp/5n2/6B1/3P4/8/PPP1PPPP/RN1QKBNR
5,664,664,rnbqkb1r/pp1ppppp/5n2/2p3B1/3P4/8/PPP1PPPP/RN1QKBNR
5,724,724,rnbqkb1r/pp1ppppp/5B2/2p5/3P4/8/PPP1PPPP/RN1QKBNR
5,752,752,rnbqkb1r/pp1p1ppp/5p2/2p5/3P4/8/PPP1PPPP/RN1QKBNR
5,1240,1240,rnbqkb1r/pp1p1ppp/5p2/2pP4/8/8/PPP1PPPP/RN1QKBNR
5,1332,1332,rnbqkb1r/pp1p1p1p/5pp1/2pP4/8/8/PPP1PPPP/RN1QKBNR
5,1372,1372,rnbqkb1r/pp1p1p1p/5pp1/2pP4/2P5/8/PP2PPPP/RN1QKBNR
5,1412,1412,rnbqk2r/pp1p1pbp/5pp1/2pP4/2P5/8/PP2PPPP/RN1QKBNR
5,1444,1444,rnbqk2r/pp1p1pbp/5pp1/2pP4/2P5/2N5/PP2PPPP/R2QKBNR
5,1656,1656,rnbq1rk1/pp1p1pbp/5pp1/2pP4/2P5/2N5/PP2PPPP/R2QKBNR
5,1840,1840,rnbq1rk1/pp1p1pbp/5pp1/2pP4/2P5/2N1P3/PP3PPP/R2QKBNR
5,1908,1908,rnbq1rk1/pp1p1pbp/6p1/2pP1p2/2P5/2N1P3/PP3PPP/R2QKBNR
5,2360,2360,rnbq1rk1/pp1p1pbp/6p1/2pP1p2/2P5/2N1P1P1/PP3P1P/R2QKBNR
5,2472,2472,rnbq1rk1/pp3pbp/3p2p1/2pP1p2/2P5/2N1P1P1/PP3P1P/R2QKBNR
5,2516,2516,rnbq1rk1/pp3pbp/3p2p1/2pP1p2/2P5/2N1P1P1/PP3PBP/R2QK1NR
5,2552,2552,rnbq1rk1/p4pbp/3p2p1/1ppP1p2/2P5/2N1P1P1/PP3PBP/R2QK1NR
5,2852,2852,rnbq1rk1/p4pbp/3p2p1/1PpP1p2/8/2N1P1P1/PP3PBP/R2QK1NR
5,2880,2880,rnbq1rk1/5pbp/p2p2p1/1PpP1p2/8/2N1P1P1/PP3PBP/R2QK1NR
5,2924,2924,rnbq1rk1/5pbp/P2p2p1/2pP1p2/8/2N1P1P1/PP3PBP/R2QK1NR
5,3100,3100,rn1q1rk1/5pbp/b2p2p1/2pP1p2/8/2N1P1P1/PP3PBP/R2QK1NR
5,3140,3140,rn1q1rk1/5pbp/b2p2p1/2pP1p2/8/2N1P1P1/PP2NPBP/R2QK2R
5,3264,3264,r2q1rk1/3n1pbp/b2p2p1/2pP1p2/8/2N1P1P1/PP2NPBP/R2QK2R
5,3720,3720,r2q1rk1/3n1pbp/b2p2p1/2pP1p2/8/2N1P1P1/PP2NPBP/R2Q1RK1
5,3788,3788,r2q1rk1/5pbp/b2p2p1/2pPnp2/8/2N1P1P1/PP2NPBP/R2Q1RK1
5,4168,4168,r2q1rk1/5pbp/b2p2p1/2pPnp2/8/2N1P1P1/PPQ1NPBP/R4RK1
